ASU_Acar ID	NCBI Gene ID	NCBI Gene Symbol	Ensembl Gene ID	Ensembl Gene Name	RefSeq Gene Description from Blast2GO matches
ASU_Acar_G.15590	100562699	LOC100562699	-	-	-
ASU_Acar_G.15591	-	-	-	-	x kell blood group precursor-related member 5
ASU_Acar_G.15592	100563098	LOC100563098	-	-	-
ASU_Acar_G.15593	-	-	-	-	-
ASU_Acar_G.15594	-	-	-	-	PREDICTED: hypothetical protein LOC100561713
ASU_Acar_G.15595	100562305	LOC100562305	-	-	-
ASU_Acar_G.15596	-	-	-	-	-
ASU_Acar_G.15597	100561124	LOC100561124	-	-	-
ASU_Acar_G.15598	-	-	-	-	-
ASU_Acar_G.15599	-	-	-	-	PREDICTED: hypothetical protein LOC100565424
ASU_Acar_G.156	100567308	LOC100567308	ENSACAG00000014791	HSP90AB1	-
ASU_Acar_G.1560	100552050	LOC100552050	ENSACAG00000014055	COL4A2	-
ASU_Acar_G.15600	-	-	-	-	peroxisome proliferator-activated receptor gamma coactivator-related protein 1
ASU_Acar_G.15601	-	-	-	-	PREDICTED: hypothetical protein LOC100561516
ASU_Acar_G.15602	100563486	LOC100563486	ENSACAG00000015185	-	-
ASU_Acar_G.15603	100561321	LOC100561321	-	-	-
ASU_Acar_G.15604	-	-	-	-	-
ASU_Acar_G.15605	-	-	-	-	PREDICTED: semaphorin-3D-like
ASU_Acar_G.15606	-	-	-	-	transcriptional adapter 2-alpha-like
ASU_Acar_G.15607	-	-	-	-	-
ASU_Acar_G.15608	100566630	LOC100566630	ENSACAG00000013274	HMGB3	-
ASU_Acar_G.15609	100564667	mtmr1	ENSACAG00000008444	MTMR1	-
ASU_Acar_G.1561	-	-	ENSACAG00000010099	MAD2L1BP	-
ASU_Acar_G.15610	100566047	LOC100566047	ENSACAG00000010688	-	-
ASU_Acar_G.15611	100566246	LOC100566246	-	-	-
ASU_Acar_G.15612	-	-	-	-	-
ASU_Acar_G.15613	100565254	LOC100565254	ENSACAG00000008621	-	-
ASU_Acar_G.15614	100564867	LOC100564867	ENSACAG00000022497	MTM1	-
ASU_Acar_G.15615	-	-	-	-	-
ASU_Acar_G.15616	100564468	LOC100564468	ENSACAG00000013273	-	-
ASU_Acar_G.15617	-	-	-	-	-
ASU_Acar_G.15618	100565450	LOC100565450	ENSACAG00000008631	-	-
ASU_Acar_G.15619	-	-	-	-	PREDICTED: hypothetical protein LOC100567902
ASU_Acar_G.1562	-	-	-	-	-
ASU_Acar_G.15620	-	-	-	-	proto-oncogene c-rel-like
ASU_Acar_G.15621	100565846	LOC100565846	ENSACAG00000010705	IDS	-
ASU_Acar_G.15622	-	-	ENSACAG00000008440	CD99L2	-
ASU_Acar_G.15623	-	-	-	-	-
ASU_Acar_G.15624	100564272	LOC100564272	ENSACAG00000000987	-	-
ASU_Acar_G.15625	100565060	LOC100565060	ENSACAG00000022278	MAMLD1	-
ASU_Acar_G.15626	100566437	LOC100566437	ENSACAG00000013271	VMA21	-
ASU_Acar_G.15627	100564667	mtmr1	ENSACAG00000025182	-	-
ASU_Acar_G.15628	100565651	LOC100565651	ENSACAG00000008637	-	-
ASU_Acar_G.15629	100568194	LOC100568194	ENSACAG00000000520	RREB1	-
ASU_Acar_G.1563	-	-	-	-	-
ASU_Acar_G.15630	-	-	-	-	-
ASU_Acar_G.15631	100552214	LOC100552214	ENSACAG00000001755	WRNIP1	-
ASU_Acar_G.15632	100552609	riok1	ENSACAG00000000695	RIOK1	-
ASU_Acar_G.15633	100551623	LOC100551623	ENSACAG00000000590	SSR1	-
ASU_Acar_G.15634	100567606	LOC100567606	-	-	-
ASU_Acar_G.15635	-	-	-	-	-
ASU_Acar_G.15636	-	-	-	-	c-c chemokine receptor type 4-like
ASU_Acar_G.15637	100567015	LOC100567015	ENSACAG00000000880	SERPINB10	-
ASU_Acar_G.15638	100567997	LOC100567997	-	-	-
ASU_Acar_G.15639	100567212	LOC100567212	ENSACAG00000001034	-	-
ASU_Acar_G.1564	100566006	LOC100566006	-	-	-
ASU_Acar_G.15640	100552805	LOC100552805	ENSACAG00000000878	-	-
ASU_Acar_G.15641	100552019	LOC100552019	ENSACAG00000024865	SERPINB2	-
ASU_Acar_G.15642	100552411	LOC100552411	ENSACAG00000005445	GMDS	-
ASU_Acar_G.15643	100566821	LOC100566821	ENSACAG00000000879	-	-
ASU_Acar_G.15644	100567803	LOC100567803	ENSACAG00000011501	MYLK4	-
ASU_Acar_G.15645	100567410	LOC100567410	ENSACAG00000011287	SERPINB1	-
ASU_Acar_G.15646	-	-	-	-	sex comb on midleg-like protein 2-like
ASU_Acar_G.15647	-	-	ENSACAG00000023005	-	-
ASU_Acar_G.15648	100557905	LOC100557905	ENSACAG00000004664	-	-
ASU_Acar_G.15649	100553397	LOC100553397	ENSACAG00000025574	-	-
ASU_Acar_G.1565	100563262	LOC100563262	ENSACAG00000001067	QPCT	-
ASU_Acar_G.15650	-	-	ENSACAG00000022860	-	-
ASU_Acar_G.15651	100556530	LOC100556530	ENSACAG00000012885	-	-
ASU_Acar_G.15652	100562837	LOC100562837	ENSACAG00000024153	-	-
ASU_Acar_G.15653	-	-	-	-	PREDICTED: hypothetical protein LOC100707133
ASU_Acar_G.15654	100559482	LOC100559482	ENSACAG00000025671	-	-
ASU_Acar_G.15655	100553199	LOC100553199	-	-	-
ASU_Acar_G.15656	100554967	LOC100554967	-	-	-
ASU_Acar_G.15657	100562444	LOC100562444	ENSACAG00000011778	-	-
ASU_Acar_G.15658	100557115	LOC100557115	ENSACAG00000023018	-	-
ASU_Acar_G.15659	-	-	ENSACAG00000028109	-	-
ASU_Acar_G.1566	-	-	-	-	-
ASU_Acar_G.15660	100559680	LOC100559680	ENSACAG00000012916	-	-
ASU_Acar_G.15661	100553594	LOC100553594	ENSACAG00000025574	-	-
ASU_Acar_G.15662	-	-	ENSACAG00000028109	-	-
ASU_Acar_G.15663	-	-	ENSACAG00000024062	-	-
ASU_Acar_G.15664	100561846	LOC100561846	ENSACAG00000011703	-	-
ASU_Acar_G.15665	100553008	LOC100553008	ENSACAG00000024971	-	-
ASU_Acar_G.15666	100553594	LOC100553594	-	-	-
ASU_Acar_G.15667	100558100	LOC100558100	ENSACAG00000012907	-	-
ASU_Acar_G.15668	100553199	LOC100553199	-	-	-
ASU_Acar_G.15669	100555358	LOC100555358	-	-	-
ASU_Acar_G.1567	100560755	LOC100560755	ENSACAG00000009860	TMEM9B	-
ASU_Acar_G.15670	100558888	LOC100558888	ENSACAG00000027701	-	-
ASU_Acar_G.15671	-	-	ENSACAG00000026848	-	-
ASU_Acar_G.15672	100561846	LOC100561846	ENSACAG00000026619	-	-
ASU_Acar_G.15673	100553990	LOC100553990	-	-	-
ASU_Acar_G.15674	100559282	LOC100559282	-	-	-
ASU_Acar_G.15675	-	-	-	-	uhrf1-binding protein 1-like
ASU_Acar_G.15676	100554967	LOC100554967	-	-	-
ASU_Acar_G.15677	100562837	LOC100562837	ENSACAG00000022883	-	-
ASU_Acar_G.15678	100555744	LOC100555744	-	-	-
ASU_Acar_G.15679	100554576	LOC100554576	ENSACAG00000012903	-	-
ASU_Acar_G.1568	100563509	LOC100563509	ENSACAG00000009433	-	-
ASU_Acar_G.15680	100560277	LOC100560277	ENSACAG00000022028	-	-
ASU_Acar_G.15681	-	-	ENSACAG00000012917	-	-
ASU_Acar_G.15682	-	-	-	-	zinc finger protein 208-like
ASU_Acar_G.15683	100556920	LOC100556920	-	-	-
ASU_Acar_G.15684	100561656	LOC100561656	ENSACAG00000012963	-	-
ASU_Acar_G.15685	-	-	ENSACAG00000025547	-	-
ASU_Acar_G.15686	100555744	LOC100555744	-	-	-
ASU_Acar_G.15687	100558491	LOC100558491	ENSACAG00000025781	-	-
ASU_Acar_G.15688	100559482	LOC100559482	ENSACAG00000024581	-	-
ASU_Acar_G.15689	100559680	LOC100559680	-	-	-
ASU_Acar_G.1569	100552832	LOC100552832	ENSACAG00000002348	-	-
ASU_Acar_G.15690	100561067	LOC100561067	ENSACAG00000012917	-	-
ASU_Acar_G.15691	100554183	LOC100554183	-	-	-
ASU_Acar_G.15692	-	-	-	-	zinc finger and scan domain-containing protein 2-like
ASU_Acar_G.15693	100560870	LOC100560870	ENSACAG00000012917	-	-
ASU_Acar_G.15694	100557512	LOC100557512	-	-	-
ASU_Acar_G.15695	-	-	-	-	PREDICTED: hypothetical protein LOC100562389
ASU_Acar_G.15696	100562041	LOC100562041	-	-	-
ASU_Acar_G.15697	100556725	LOC100556725	-	-	-
ASU_Acar_G.15698	100562241	LOC100562241	-	-	-
ASU_Acar_G.15699	100561846	LOC100561846	ENSACAG00000011703	-	-
ASU_Acar_G.157	100559436	LOC100559436	ENSACAG00000002805	EGLN1	-
ASU_Acar_G.1570	100554015	LOC100554015	ENSACAG00000007620	-	-
ASU_Acar_G.15700	100555941	LOC100555941	ENSACAG00000012894	-	-
ASU_Acar_G.15701	-	-	-	-	-
ASU_Acar_G.15702	-	-	-	-	-
ASU_Acar_G.15703	100563235	LOC100563235	-	-	-
ASU_Acar_G.15704	-	-	-	-	PREDICTED: hypothetical protein LOC100563235
ASU_Acar_G.15705	100563425	pcdh7	ENSACAG00000002164	PCDH7	-
ASU_Acar_G.15706	-	-	-	-	rap1 gtpase-gdp dissociation stimulator 1-like
ASU_Acar_G.15707	100564606	kif18a	ENSACAG00000015688	KIF18A	-
ASU_Acar_G.15708	100564807	LOC100564807	ENSACAG00000005851	METTL15	-
ASU_Acar_G.15709	100564408	LOC100564408	ENSACAG00000015738	BDNF	-
ASU_Acar_G.1571	-	-	-	-	PREDICTED: uncharacterized protein LOC100858992
ASU_Acar_G.15710	100564017	LOC100564017	ENSACAG00000015739	LIN7C	-
ASU_Acar_G.15711	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.15712	-	-	-	-	-
ASU_Acar_G.15713	-	-	-	-	PREDICTED: hypothetical protein LOC100564044
ASU_Acar_G.15714	100564212	lgr4	ENSACAG00000015802	LGR4	-
ASU_Acar_G.15715	-	-	-	-	PREDICTED: hypothetical protein LOC100537186
ASU_Acar_G.15716	-	-	-	-	-
ASU_Acar_G.15717	-	-	-	-	-
ASU_Acar_G.15718	100565593	arhgap18	ENSACAG00000014109	ARHGAP18	-
ASU_Acar_G.15719	100565197	LOC100565197	ENSACAG00000014140	-	-
ASU_Acar_G.1572	-	-	-	-	-
ASU_Acar_G.15720	-	-	ENSACAG00000014135	TMEM244	-
ASU_Acar_G.15721	100565394	epb41l2	ENSACAG00000014224	EPB41L2	-
ASU_Acar_G.15722	-	-	-	-	-
ASU_Acar_G.15723	100565005	LOC100565005	ENSACAG00000014220	TMEM200A	-
ASU_Acar_G.15724	-	-	-	-	-
ASU_Acar_G.15725	100565785	lama2	ENSACAG00000013846	LAMA2	-
ASU_Acar_G.15726	100565985	LOC100565985	ENSACAG00000017018	OLA1	-
ASU_Acar_G.15727	100567156	LOC100567156	ENSACAG00000006250	RAPGEF4	-
ASU_Acar_G.15728	100566766	LOC100566766	-	-	-
ASU_Acar_G.15729	100566766	LOC100566766	ENSACAG00000006349	-	-
ASU_Acar_G.1573	-	-	-	-	dnaj homolog subfamily b member 2-like
ASU_Acar_G.15730	-	-	-	-	-
ASU_Acar_G.15731	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.15732	-	-	-	-	alpha-parvin
ASU_Acar_G.15733	-	-	-	-	PREDICTED: hypothetical protein LOC100707133
ASU_Acar_G.15734	-	-	ENSACAG00000013943	-	-
ASU_Acar_G.15735	-	-	-	-	sam domain-containing protein samsn-1-like
ASU_Acar_G.15736	100565985	LOC100565985	ENSACAG00000017018	OLA1	-
ASU_Acar_G.15737	100566574	LOC100566574	ENSACAG00000017061	-	-
ASU_Acar_G.15738	100566386	LOC100566386	ENSACAG00000006323	CDCA7	-
ASU_Acar_G.15739	-	-	-	-	zinc finger protein 224-like
ASU_Acar_G.1574	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.15740	100566186	LOC100566186	-	-	-
ASU_Acar_G.15741	100566960	LOC100566960	ENSACAG00000006292	-	-
ASU_Acar_G.15742	100551759	LOC100551759	ENSACAG00000000684	-	-
ASU_Acar_G.15743	100567738	LOC100567738	ENSACAG00000016126	SPOCK3	-
ASU_Acar_G.15744	100551954	klhl2	ENSACAG00000000301	KLHL2	-
ASU_Acar_G.15745	100552346	LOC100552346	ENSACAG00000000260	CPE	-
ASU_Acar_G.15746	-	-	-	-	reversion-inducing cysteine-rich protein with kazal motifs-like
ASU_Acar_G.15747	100567544	LOC100567544	ENSACAG00000010751	GPR161	-
ASU_Acar_G.15748	-	-	-	-	-
ASU_Acar_G.15749	100551558	LOC100551558	-	-	-
ASU_Acar_G.1575	100562527	aqr	ENSACAG00000000687	AQR	-
ASU_Acar_G.15750	100567350	LOC100567350	ENSACAG00000000252	TLL1	-
ASU_Acar_G.15751	100567935	LOC100567935	ENSACAG00000023493	-	-
ASU_Acar_G.15752	100552150	LOC100552150	ENSACAG00000000271	MSMO1	-
ASU_Acar_G.15753	100568129	LOC100568129	-	-	-
ASU_Acar_G.15754	100552346	LOC100552346	-	-	-
ASU_Acar_G.15755	-	-	-	-	-
ASU_Acar_G.15756	-	-	-	-	-
ASU_Acar_G.15757	100553930	LOC100553930	ENSACAG00000005174	GALNTL1	-
ASU_Acar_G.15758	100554123	LOC100554123	ENSACAG00000005048	SMOC1	-
ASU_Acar_G.15759	100555094	LOC100555094	ENSACAG00000026828	-	-
ASU_Acar_G.1576	100561612	LOC100561612	ENSACAG00000004553	-	-
ASU_Acar_G.15760	100553730	LOC100553730	ENSACAG00000005117	SLC10A1	-
ASU_Acar_G.15761	-	-	-	-	-
ASU_Acar_G.15762	100554312	LOC100554312	ENSACAG00000021037	-	-
ASU_Acar_G.15763	100555293	LOC100555293	ENSACAG00000027457	-	-
ASU_Acar_G.15764	100554901	LOC100554901	ENSACAG00000004990	-	-
ASU_Acar_G.15765	100555686	LOC100555686	ENSACAG00000005162	SLC39A9	-
ASU_Acar_G.15766	-	-	-	-	-
ASU_Acar_G.15767	100552543	LOC100552543	ENSACAG00000005143	SRSF5	-
ASU_Acar_G.15768	100553135	LOC100553135	ENSACAG00000005306	EXD2	-
ASU_Acar_G.15769	100552938	LOC100552938	ENSACAG00000022738	-	-
ASU_Acar_G.1577	-	-	-	-	-
ASU_Acar_G.15770	100555491	LOC100555491	ENSACAG00000005167	ERH	-
ASU_Acar_G.15771	100554510	LOC100554510	-	-	-
ASU_Acar_G.15772	100553331	LOC100553331	ENSACAG00000005155	PLEKHD1	-
ASU_Acar_G.15773	100554312	LOC100554312	-	-	-
ASU_Acar_G.15774	100554312	LOC100554312	-	-	-
ASU_Acar_G.15775	100553528	LOC100553528	ENSACAG00000005145	KIAA0247	-
ASU_Acar_G.15776	100554312	LOC100554312	ENSACAG00000004995	SYNJ2BP	-
ASU_Acar_G.15777	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.15778	-	-	ENSACAG00000005154	-	-
ASU_Acar_G.15779	100554703	LOC100554703	ENSACAG00000026773	-	-
ASU_Acar_G.1578	100561608	LOC100561608	ENSACAG00000015080	-	-
ASU_Acar_G.15780	100552737	LOC100552737	ENSACAG00000005010	-	-
ASU_Acar_G.15781	-	-	-	-	-
ASU_Acar_G.15782	-	-	-	-	-
ASU_Acar_G.15783	100556408	LOC100556408	ENSACAG00000002967	-	-
ASU_Acar_G.15784	100556991	LOC100556991	ENSACAG00000003392	SOGA2	-
ASU_Acar_G.15785	-	-	-	-	ankyrin repeat domain-containing protein 12 isoform 1
ASU_Acar_G.15786	100557384	ralbp1	ENSACAG00000003520	RALBP1	-
ASU_Acar_G.15787	-	-	-	-	-
ASU_Acar_G.15788	100557583	ppp4r1	ENSACAG00000003599	PPP4R1	-
ASU_Acar_G.15789	-	-	-	-	-
ASU_Acar_G.1579	-	-	-	-	-
ASU_Acar_G.15790	100555880	ankrd12	ENSACAG00000003460	ANKRD12	-
ASU_Acar_G.15791	100556211	LOC100556211	ENSACAG00000021148	NAPG	-
ASU_Acar_G.15792	100556603	LOC100556603	ENSACAG00000002999	-	-
ASU_Acar_G.15793	100557190	LOC100557190	ENSACAG00000003426	NDUFV2	-
ASU_Acar_G.15794	100557973	LOC100557973	ENSACAG00000003736	VAPA	-
ASU_Acar_G.15795	100558365	LOC100558365	ENSACAG00000003782	PIEZO2	-
ASU_Acar_G.15796	100558168	LOC100558168	ENSACAG00000003771	APCDD1	-
ASU_Acar_G.15797	100556797	LOC100556797	ENSACAG00000003360	RAB12	-
ASU_Acar_G.15798	-	-	-	-	nadh dehydrogenase
ASU_Acar_G.15799	100557776	LOC100557776	ENSACAG00000003707	RAB31	-
ASU_Acar_G.158	100554085	LOC100554085	ENSACAG00000017287	RWDD2A	-
ASU_Acar_G.1580	-	-	-	-	-
ASU_Acar_G.15800	100560476	LOC100560476	ENSACAG00000017310	-	-
ASU_Acar_G.15801	100559153	LOC100559153	ENSACAG00000017249	FKBP7	-
ASU_Acar_G.15802	100561460	LOC100561460	-	-	-
ASU_Acar_G.15803	100560673	LOC100560673	ENSACAG00000017232	PRKRA	-
ASU_Acar_G.15804	100560080	LOC100560080	ENSACAG00000017419	ZNF385B	-
ASU_Acar_G.15805	100558959	LOC100558959	ENSACAG00000017256	PLEKHA3	-
ASU_Acar_G.15806	100559743	LOC100559743	ENSACAG00000017114	RBM45	-
ASU_Acar_G.15807	100560871	LOC100560871	ENSACAG00000017145	OSBPL6	-
ASU_Acar_G.15808	100560278	LOC100560278	ENSACAG00000017310	-	-
ASU_Acar_G.15809	-	-	-	-	hypothetical protein BRAFLDRAFT_70297
ASU_Acar_G.1581	100551911	klhl31	ENSACAG00000008404	KLHL31	-
ASU_Acar_G.15810	100561068	LOC100561068	ENSACAG00000017123	NOL9	-
ASU_Acar_G.15811	100559548	LOC100559548	-	-	-
ASU_Acar_G.15812	100558760	sestd1	ENSACAG00000017415	SESTD1	-
ASU_Acar_G.15813	100559350	LOC100559350	ENSACAG00000017244	DFNB59	-
ASU_Acar_G.15814	-	-	-	-	carboxy-terminal domain rna polymerase ii polypeptide a small phosphatase 2-like
ASU_Acar_G.15815	100561657	LOC100561657	ENSACAG00000007640	RFC4	-
ASU_Acar_G.15816	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.15817	100561847	LOC100561847	ENSACAG00000007682	EIF4A2	-
ASU_Acar_G.15818	100562445	LOC100562445	ENSACAG00000007839	AHSG	-
ASU_Acar_G.15819	-	-	-	-	-
ASU_Acar_G.1582	-	-	-	-	-
ASU_Acar_G.15820	100562838	LOC100562838	ENSACAG00000007908	SENP5	-
ASU_Acar_G.15821	-	-	-	-	-
ASU_Acar_G.15822	100562242	LOC100562242	ENSACAG00000024876	HRG	-
ASU_Acar_G.15823	100563038	LOC100563038	ENSACAG00000007949	EPHB3	-
ASU_Acar_G.15824	100562042	LOC100562042	ENSACAG00000007761	KNG1	-
ASU_Acar_G.15825	100562640	LOC100562640	ENSACAG00000007830	FETUB	-
ASU_Acar_G.15826	100564808	chek1	ENSACAG00000000155	CHEK1	-
ASU_Acar_G.15827	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.15828	100565594	LOC100565594	ENSACAG00000000097	ST3GAL4	-
ASU_Acar_G.15829	100564018	LOC100564018	ENSACAG00000000185	HYLS1	-
ASU_Acar_G.1583	-	-	-	-	-
ASU_Acar_G.15830	100563426	LOC100563426	ENSACAG00000000215	SPA17	-
ASU_Acar_G.15831	100565786	LOC100565786	ENSACAG00000000205	SIAE	-
ASU_Acar_G.15832	-	-	-	-	PREDICTED: hypothetical protein LOC100497926
ASU_Acar_G.15833	-	-	ENSACAG00000026991	-	-
ASU_Acar_G.15834	100567351	LOC100567351	ENSACAG00000000101	DCPS	-
ASU_Acar_G.15835	-	-	-	-	-
ASU_Acar_G.15836	-	-	-	-	-
ASU_Acar_G.15837	100564213	LOC100564213	ENSACAG00000000163	NPM2	-
ASU_Acar_G.15838	100567157	LOC100567157	ENSACAG00000000103	TIRAP	-
ASU_Acar_G.15839	100564607	LOC100564607	-	-	-
ASU_Acar_G.1584	100553691	LOC100553691	ENSACAG00000026632	-	-
ASU_Acar_G.15840	100566961	LOC100566961	ENSACAG00000000107	FOXRED1	-
ASU_Acar_G.15841	100566575	LOC100566575	ENSACAG00000000120	EI24	-
ASU_Acar_G.15842	100565395	LOC100565395	-	-	-
ASU_Acar_G.15843	100566187	ddx25	ENSACAG00000000173	DDX25	-
ASU_Acar_G.15844	-	-	-	-	carcinoembryonic antigen-related cell adhesion molecule 1-like
ASU_Acar_G.15845	100565198	LOC100565198	ENSACAG00000000108	SRPR	-
ASU_Acar_G.15846	100563236	LOC100563236	ENSACAG00000025439	NRGN	-
ASU_Acar_G.15847	100565986	LOC100565986	ENSACAG00000000189	RPUSD4	-
ASU_Acar_G.15848	-	-	-	-	PREDICTED: uncharacterized protein C9orf57-like isoform 2
ASU_Acar_G.15849	-	-	-	-	-
ASU_Acar_G.1585	-	-	-	-	-
ASU_Acar_G.15850	-	-	ENSACAG00000024079	-	-
ASU_Acar_G.15851	100564409	LOC100564409	-	-	-
ASU_Acar_G.15852	-	-	-	-	PREDICTED: hypothetical protein LOC100564607
ASU_Acar_G.15853	-	-	-	-	-
ASU_Acar_G.15854	100563822	LOC100563822	ENSACAG00000000186	PUS3	-
ASU_Acar_G.15855	100567545	LOC100567545	ENSACAG00000000091	-	-
ASU_Acar_G.15856	-	-	-	-	PREDICTED: hypothetical protein LOC100724365
ASU_Acar_G.15857	-	-	-	-	pulmonary surfactant-associated protein c-like
ASU_Acar_G.15858	100566387	cdon	ENSACAG00000000165	CDON	-
ASU_Acar_G.15859	100565006	LOC100565006	ENSACAG00000000136	STT3A	-
ASU_Acar_G.1586	-	-	-	-	-
ASU_Acar_G.15860	100566767	LOC100566767	ENSACAG00000000109	FAM118B	-
ASU_Acar_G.15861	100551693	dnajb14	ENSACAG00000012468	-	-
ASU_Acar_G.15862	100553863	LOC100553863	-	-	-
ASU_Acar_G.15863	100555816	LOC100555816	ENSACAG00000012547	DDIT4L	-
ASU_Acar_G.15864	100555622	LOC100555622	ENSACAG00000012558	PPP3CA	-
ASU_Acar_G.15865	100552939	LOC100552939	ENSACAG00000011740	-	-
ASU_Acar_G.15866	100553462	LOC100553462	-	-	-
ASU_Acar_G.15867	100555425	LOC100555425	ENSACAG00000027904	-	-
ASU_Acar_G.15868	100553136	LOC100553136	-	-	-
ASU_Acar_G.15869	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.1587	-	-	-	-	-
ASU_Acar_G.15870	100551892	LOC100551892	ENSACAG00000012420	LAMTOR3	-
ASU_Acar_G.15871	100554830	LOC100554830	ENSACAG00000011737	-	-
ASU_Acar_G.15872	100567739	LOC100567739	ENSACAG00000012555	EMCN	-
ASU_Acar_G.15873	100555224	LOC100555224	ENSACAG00000012798	SLC39A8	-
ASU_Acar_G.15874	100553662	LOC100553662	-	-	-
ASU_Acar_G.15875	100556013	LOC100556013	ENSACAG00000012374	DAPP1	-
ASU_Acar_G.15876	100552738	LOC100552738	-	-	-
ASU_Acar_G.15877	100552347	LOC100552347	ENSACAG00000012194	MTTP	-
ASU_Acar_G.15878	100567936	LOC100567936	-	-	-
ASU_Acar_G.15879	100552544	LOC100552544	ENSACAG00000012162	RG9MTD2	-
ASU_Acar_G.1588	100563910	LOC100563910	ENSACAG00000001506	STK39	-
ASU_Acar_G.15880	-	-	-	-	-
ASU_Acar_G.15881	100568130	LOC100568130	ENSACAG00000012509	H2AFZ	-
ASU_Acar_G.15882	100554246	LOC100554246	ENSACAG00000011735	-	-
ASU_Acar_G.15883	-	-	-	-	sushi domain containing 5
ASU_Acar_G.15884	-	-	ENSACAG00000014043	-	-
ASU_Acar_G.15885	100556992	LOC100556992	-	-	-
ASU_Acar_G.15886	-	-	-	-	tudor domain-containing protein 1-like
ASU_Acar_G.15887	100556212	lars2	ENSACAG00000014604	LARS2	-
ASU_Acar_G.15888	100557584	LOC100557584	ENSACAG00000013765	GLB1	-
ASU_Acar_G.15889	100560477	fbxl2	-	-	-
ASU_Acar_G.1589	100551712	LOC100551712	ENSACAG00000001537	SMPDL3A	-
ASU_Acar_G.15890	100559882	LOC100559882	ENSACAG00000014040	CX3CR1	-
ASU_Acar_G.15891	100556409	LOC100556409	ENSACAG00000006364	SNRPD1	-
ASU_Acar_G.15892	-	-	-	-	programmed cell death 6-interacting
ASU_Acar_G.15893	100556798	LOC100556798	ENSACAG00000014164	LZTFL1	-
ASU_Acar_G.15894	100561069	LOC100561069	-	-	-
ASU_Acar_G.15895	100557385	LOC100557385	ENSACAG00000014097	-	-
ASU_Acar_G.15896	100559483	LOC100559483	ENSACAG00000014112	XCR1	-
ASU_Acar_G.15897	100559681	LOC100559681	-	-	-
ASU_Acar_G.15898	100560081	LOC100560081	ENSACAG00000014037	CCR4	-
ASU_Acar_G.15899	100559681	LOC100559681	ENSACAG00000014069	SLC25A38	-
ASU_Acar_G.159	-	-	-	-	PREDICTED: hypothetical protein LOC100001178
ASU_Acar_G.1590	100563188	LOC100563188	ENSACAG00000014674	TDP1	-
ASU_Acar_G.15900	100556604	slc6a20	ENSACAG00000014213	SLC6A20	-
ASU_Acar_G.15901	-	-	-	-	-
ASU_Acar_G.15902	100558492	LOC100558492	ENSACAG00000014552	LIMD1	-
ASU_Acar_G.15903	100559681	LOC100559681	ENSACAG00000014069	SLC25A38	-
ASU_Acar_G.15904	100557777	LOC100557777	ENSACAG00000013490	CLASP2	-
ASU_Acar_G.15905	100560279	LOC100560279	ENSACAG00000013728	CRTAP	-
ASU_Acar_G.15906	-	-	-	-	myelin basic
ASU_Acar_G.15907	-	-	-	-	ras-related protein rab-9a-like
ASU_Acar_G.15908	100560477	fbxl2	ENSACAG00000013666	FBXL2	-
ASU_Acar_G.15909	100560674	ubp1	ENSACAG00000013565	UBP1	-
ASU_Acar_G.1591	100562725	LOC100562725	ENSACAG00000009745	TOLLIP	-
ASU_Acar_G.15910	-	-	-	-	-
ASU_Acar_G.15911	-	-	-	-	-
ASU_Acar_G.15912	-	-	-	-	sushi domain-containing protein 5
ASU_Acar_G.15913	100558693	LOC100558693	ENSACAG00000014430	SACM1L	-
ASU_Acar_G.15914	100560872	pdcd6ip	ENSACAG00000013370	PDCD6IP	-
ASU_Acar_G.15915	100559283	LOC100559283	ENSACAG00000014119	FYCO1	-
ASU_Acar_G.15916	100559085	LOC100559085	-	-	-
ASU_Acar_G.15917	100563625	LOC100563625	ENSACAG00000000647	AP5M1	-
ASU_Acar_G.15918	100563823	exoc5	ENSACAG00000000344	EXOC5	-
ASU_Acar_G.15919	100562641	LOC100562641	ENSACAG00000016259	IMP3	-
ASU_Acar_G.1592	100563128	zbtb24	ENSACAG00000006264	ZBTB24	-
ASU_Acar_G.15920	100561848	wdhd1	ENSACAG00000016303	WDHD1	-
ASU_Acar_G.15921	-	-	ENSACAG00000025643	-	-
ASU_Acar_G.15922	100563237	slc35f4	ENSACAG00000000761	SLC35F4	-
ASU_Acar_G.15923	100562043	LOC100562043	ENSACAG00000016297	MAPK1IP1L	-
ASU_Acar_G.15924	-	-	-	-	-
ASU_Acar_G.15925	-	-	-	-	sex comb on midleg-like protein 2-like
ASU_Acar_G.15926	100562243	LOC100562243	ENSACAG00000016274	LGALS3	-
ASU_Acar_G.15927	-	-	-	-	PREDICTED: uncharacterized protein C14orf37 homolog
ASU_Acar_G.15928	-	-	-	-	gtp cyclohydrolase 1-like
ASU_Acar_G.15929	100561658	LOC100561658	ENSACAG00000000833	ACTR10	-
